id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;gouvernance;gouvernance_est_territoire_ressource;democratie_alimentaire;democratie_alimentaire_1_nom_de_laction;democratie_alimentaire_1_etat_davancement;democratie_alimentaire_1_est_ressource;democratie_alimentaire_1_resultat_attendu;democratie_alimentaire_1_resultat_atteint;democratie_alimentaire_1_descriptif;democratie_alimentaire_2_nom_de_laction;democratie_alimentaire_2_etat_davancement;democratie_alimentaire_2_est_ressource;democratie_alimentaire_2_resultat_attendu;democratie_alimentaire_2_resultat_atteint;democratie_alimentaire_2_descriptif;democratie_alimentaire_3_nom_de_laction;democratie_alimentaire_3_etat_davancement;democratie_alimentaire_3_est_ressource;democratie_alimentaire_3_resultat_attendu;democratie_alimentaire_3_resultat_atteint;democratie_alimentaire_3_descriptif;democratie_alimentaire_4_nom_de_laction;democratie_alimentaire_4_etat_davancement;democratie_alimentaire_4_est_ressource;democratie_alimentaire_4_resultat_attendu;democratie_alimentaire_4_resultat_atteint;democratie_alimentaire_4_descriptif;democratie_alimentaire_5_nom_de_laction;democratie_alimentaire_5_etat_davancement;democratie_alimentaire_5_est_ressource;democratie_alimentaire_5_resultat_attendu;democratie_alimentaire_5_resultat_atteint;democratie_alimentaire_5_descriptif;groupes_de_concertation_thematiques_perennes;groupes_de_concertation_thematiques_perennes_1_nom_de_laction;groupes_de_concertation_thematiques_perennes_1_etat_davancement;groupes_de_concertation_thematiques_perennes_1_est_ressource;groupes_de_concertation_thematiques_perennes_1_resultat_attendu;groupes_de_concertation_thematiques_perennes_1_resultat_atteint;groupes_de_concertation_thematiques_perennes_1_descriptif;groupes_de_concertation_thematiques_perennes_2_nom_de_laction;groupes_de_concertation_thematiques_perennes_2_etat_davancement;groupes_de_concertation_thematiques_perennes_2_est_ressource;groupes_de_concertation_thematiques_perennes_2_resultat_attendu;groupes_de_concertation_thematiques_perennes_2_resultat_atteint;groupes_de_concertation_thematiques_perennes_2_descriptif;groupes_de_concertation_thematiques_perennes_3_nom_de_laction;groupes_de_concertation_thematiques_perennes_3_etat_davancement;groupes_de_concertation_thematiques_perennes_3_est_ressource;groupes_de_concertation_thematiques_perennes_3_resultat_attendu;groupes_de_concertation_thematiques_perennes_3_resultat_atteint;groupes_de_concertation_thematiques_perennes_3_descriptif;groupes_de_concertation_thematiques_perennes_4_nom_de_laction;groupes_de_concertation_thematiques_perennes_4_etat_davancement;groupes_de_concertation_thematiques_perennes_4_est_ressource;groupes_de_concertation_thematiques_perennes_4_resultat_attendu;groupes_de_concertation_thematiques_perennes_4_resultat_atteint;groupes_de_concertation_thematiques_perennes_4_descriptif;groupes_de_concertation_thematiques_perennes_5_nom_de_laction;groupes_de_concertation_thematiques_perennes_5_etat_davancement;groupes_de_concertation_thematiques_perennes_5_est_ressource;groupes_de_concertation_thematiques_perennes_5_resultat_attendu;groupes_de_concertation_thematiques_perennes_5_resultat_atteint;groupes_de_concertation_thematiques_perennes_5_descriptif;modalites_dimplication_du_grand_public_perennes;modalites_dimplication_du_grand_public_perennes_1_nom_de_laction;modalites_dimplication_du_grand_public_perennes_1_etat_davancement;modalites_dimplication_du_grand_public_perennes_1_est_ressource;modalites_dimplication_du_grand_public_perennes_1_resultat_attendu;modalites_dimplication_du_grand_public_perennes_1_resultat_atteint;modalites_dimplication_du_grand_public_perennes_1_descriptif;modalites_dimplication_du_grand_public_perennes_2_nom_de_laction;modalites_dimplication_du_grand_public_perennes_2_etat_davancement;modalites_dimplication_du_grand_public_perennes_2_est_ressource;modalites_dimplication_du_grand_public_perennes_2_resultat_attendu;modalites_dimplication_du_grand_public_perennes_2_resultat_atteint;modalites_dimplication_du_grand_public_perennes_2_descriptif;modalites_dimplication_du_grand_public_perennes_3_nom_de_laction;modalites_dimplication_du_grand_public_perennes_3_etat_davancement;modalites_dimplication_du_grand_public_perennes_3_est_ressource;modalites_dimplication_du_grand_public_perennes_3_resultat_attendu;modalites_dimplication_du_grand_public_perennes_3_resultat_atteint;modalites_dimplication_du_grand_public_perennes_3_descriptif;modalites_dimplication_du_grand_public_perennes_4_nom_de_laction;modalites_dimplication_du_grand_public_perennes_4_etat_davancement;modalites_dimplication_du_grand_public_perennes_4_est_ressource;modalites_dimplication_du_grand_public_perennes_4_resultat_attendu;modalites_dimplication_du_grand_public_perennes_4_resultat_atteint;modalites_dimplication_du_grand_public_perennes_4_descriptif;modalites_dimplication_du_grand_public_perennes_5_nom_de_laction;modalites_dimplication_du_grand_public_perennes_5_etat_davancement;modalites_dimplication_du_grand_public_perennes_5_est_ressource;modalites_dimplication_du_grand_public_perennes_5_resultat_attendu;modalites_dimplication_du_grand_public_perennes_5_resultat_atteint;modalites_dimplication_du_grand_public_perennes_5_descriptif
1507;https://france-pat.fr/pat/pat-du-departement-des-landes/;"PAT du Département des Landes";Nouvelle-Aquitaine;Landes;40016,40032,40050,40066,40082,40098,40115,40131,40147,40163,40179,40195,40211,40227,40244,40260,40276,40292,40309,40325,40017,40033,40051,40067,40083,40099,40116,40132,40148,40164,40180,40196,40212,40228,40245,40261,40277,40293,40310,40326,40018,40034,40052,40068,40084,40100,40117,40133,40149,40165,40181,40197,40213,40229,40246,40262,40278,40294,40311,40327,40001,40019,40035,40053,40069,40085,40101,40118,40134,40150,40166,40182,40198,40214,40230,40247,40263,40279,40295,40312,40328,40002,40020,40036,40054,40070,40086,40102,40119,40135,40151,40167,40183,40199,40215,40231,40248,40264,40280,40296,40313,40329,40003,40021,40037,40055,40071,40087,40103,40120,40136,40152,40168,40184,40200,40216,40232,40249,40265,40281,40297,40314,40330,40004,40022,40038,40056,40072,40088,40104,40121,40137,40153,40169,40185,40201,40217,40233,40250,40266,40282,40298,40315,40331,40005,40023,40039,40057,40073,40089,40105,40122,40138,40154,40170,40186,40202,40218,40234,40251,40267,40283,40299,40316,40332,40006,40024,40040,40058,40074,40090,40106,40123,40139,40155,40171,40187,40203,40219,40235,40252,40268,40284,40300,40317,40333,40007,40025,40041,40059,40075,40091,40108,40124,40140,40156,40172,40188,40204,40220,40236,40253,40269,40285,40301,40318,40334,40008,40026,40042,40060,40076,40092,40109,40125,40141,40157,40173,40189,40205,40221,40237,40254,40270,40286,40303,40319,40011,40027,40043,40061,40077,40093,40110,40126,40142,40158,40174,40190,40206,40222,40238,40255,40271,40287,40304,40320,40012,40028,40044,40062,40078,40094,40111,40127,40143,40159,40175,40191,40207,40223,40239,40256,40272,40288,40305,40321,40013,40029,40046,40063,40079,40095,40112,40128,40144,40160,40176,40192,40208,40224,40240,40257,40273,40289,40306,40322,40014,40030,40047,40064,40080,40096,40113,40129,40145,40161,40177,40193,40209,40225,40242,40258,40274,40290,40307,40323,40015,40031,40049,40065,40081,40097,40114,40130,40146,40162,40178,40194,40210,40226,40243,40259,40275,40291,40308,40324;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"FORUM LANDAIS DE L'ALIMENTATION DURABLE";"Action programmée";oui;"Remobilisation des acteurs du territoire - 100 parrticipants";;"S'inscrit dans l'axe 4 du PADT 

1ère édition prévue le 4 décembre 2024 à Morcenx-la-Nouvelle
Récurrence: une année sur deux en alternance avec le COPIL
Public cible : professionnels et partenaires du territoire
Budget : 15 000€
Objectif : Fédérer autour de la feuille de route départementale - Bénéficier de témoignages d'actions menées sur d'autres territoires (hors département) -  initier de nouvelles dynamiques entre acteurs";"INTERPAT LANDAIS";"Action programmée";non;"Initier des projets collectifs et fédérant les acteurs";;"Première édition programmée le 15 octobre 2024. 
Récurrence: 1 fois par an
Objectifs:
- Créer du lien entre les territoires
- Transcender les difficultées
- S'inspirer des actions des uns et des autres pour déployer les initiatives qui fonctionnent
- Orienter le soutien du Département en faveur des territoires (subvention via des appels à manifestation d'intérêt ou réponse commune à des appels à projet)
Public cible:  collectivités territoriales labellisées ou engagées dans une démarche alimentaire de territoire ou souhaitant s'impliquer dans le PADT ""Les Landes au menu!"" 
Moyens: 0.2 ETP ";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1508;https://france-pat.fr/pat/projet-alimentaire-territorial-sud-landes-pays-basque/;"PAT Sud Landes - Pays basque";Nouvelle-Aquitaine;"Landes, Pyrénées-Atlantiques";64105,64188,64546,40209,64106,64122,64154,64189,64221,64303,64319,64368,64547,64107,64123,64155,64222,64255,64271,64304,64435,64483,64024,64092,64124,64140,64256,64272,64289,64404,64436,64468,64484,64533,64008,64093,64125,64273,64322,64371,64437,64485,64502,64009,64026,64094,64258,64274,64340,40312,64010,64259,64275,64341,64407,64487,64504,40248,64011,64045,64160,64260,64342,64391,64424,64537,64012,64046,64113,64161,64228,64277,64294,64375,64425,64441,64489,64538,64013,64031,64047,64081,64130,64162,64213,64229,64279,64327,64490,64539,40251,64014,64065,64115,64147,64214,64345,64377,64411,64475,64540,40268,64015,64049,64066,64100,64166,64231,64247,64264,64297,64313,64362,64378,64476,64492,64509,64558,64016,64034,64050,64249,64265,64282,64298,64314,64379,64429,64477,64493,64559,40042,64017,64035,64051,64102,64134,64150,64250,64283,64364,64527,64543,64018,64036,64086,64202,64218,64267,64316,64495,64528,40044,64019,64120,64187,64235,64268,64285,64317,64350,64432,64496,64545,40273,64038;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1509;https://france-pat.fr/pat/pat-du-petr-adour-chalosse-tursan/;"PAT du PETR Adour Chalosse Tursan";Nouvelle-Aquitaine;Landes;40071,40136,40216,40232,40249,40330,40022,40038,40072,40104,40121,40153,40185,40201,40282,40298,40005,40023,40057,40073,40089,40122,40138,40299,40024,40040,40074,40090,40106,40203,40219,40235,40252,40007,40025,40041,40091,40172,40188,40204,40220,40236,40253,40285,40318,40026,40076,40092,40109,40141,40173,40189,40205,40237,40270,40286,40011,40027,40110,40126,40142,40174,40190,40012,40028,40078,40143,40159,40175,40191,40223,40239,40305,40321,40029,40079,40112,40128,40144,40160,40208,40240,40289,40047,40080,40113,40145,40177,40225,40290,40031,40049,40097,40130,40146,40194,40226,40243,40275,40308,40324,40016,40066,40082,40098,40115,40147,40195,40260,40309,40325,40017,40067,40083,40099,40116,40148,40180,40196,40228,40018,40068,40084,40117,40001,40069,40166,40198,40230,40247,40263,40002,40020,40054,40070,40086,40119,40151,40313,40329;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1510;https://france-pat.fr/pat/mieux-se-nourrir-en-agenais/;"PAT Agenais";Nouvelle-Aquitaine;Lot-et-Garonne;47238,47255,47274,47091,47158,47060,47076,47092,47209,47225,47293,47030,47062,47015,47031,47128,47260,47279,47016,47032,47145,47262,47001,47246,47281,47082,47019,47051,47248,47100,47300,47069,47169,47201,47217,47234,47269,47087,47040,47137,47288,47025,47289,47305;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1511;https://france-pat.fr/pat/pat-du-val-de-garonne/;"PAT de la communauté d'agglomération Val de Garonne Agglomération";Nouvelle-Aquitaine;Lot-et-Garonne;47024,47056,47088,47304,47156,47074,47157,47059,47191,47028,47108,47159,47257,47325,47061,47277,47326,47046,47094,47110,47127,47310,47095,47112,47163,47065,47130,47263,47002,47131,47165,47298,47231,47068,47150,47216,47232,47316,47101,47233,47285,47301,47120;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Assemblée en plénière du PAT ouverte à toutes et tous";"Action réalisée";oui;"1 plénière par an mobilisant 80 à 100 personnes";"2 plénières en 2023 dont une consacrée à la priorisation des actions (31/10/2023)";"Organisation à minima d'une plénière chaque année depuis 2023 afin de mobiliser tous les acteurs de l'alimentation et de l'agriculture, incluant entreprises, partenaires institutionnels, société civile (associations et citoyens) , plénière ouverte à tous les habitants.";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1512;https://france-pat.fr/pat/pat-du-grand-villeneuvois/;"PAT du Grand Villeneuvois";Nouvelle-Aquitaine;Lot-et-Garonne;47323,47027,47075,47239,47228,47049,47081,47146,47050,47099,47215,47117,47053,47006,47171,47252,47138,47237,47273;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1514;https://france-pat.fr/pat/pat-du-pays-de-bearn/;"PAT du Pôle métropolitain du Pays de Béarn";"Nouvelle-Aquitaine, Occitanie";"Pyrénées-Atlantiques, Hautes-Pyrénées";64064,64097,64129,64145,64180,64196,64212,64244,64261,64310,64326,64343,64359,64392,64409,64457,64473,64506,64522,64555,65176,64032,64048,64082,64098,64114,64146,64181,64197,64245,64262,64295,64311,64344,64360,64376,64393,64410,64426,64442,64458,64474,64507,64523,64556,64033,64083,64099,64131,64165,64182,64198,64230,64246,64263,64280,64296,64312,64328,64361,64394,64427,64443,64459,64491,64508,64524,64557,64067,64084,64116,64132,64148,64183,64199,64215,64281,64329,64346,64412,64428,64444,64460,64525,64541,64001,64068,64085,64101,64117,64133,64149,64167,64184,64200,64216,64232,64330,64347,64363,64396,64413,64445,64461,64510,64526,64542,64002,64052,64069,64118,64168,64185,64201,64217,64233,64266,64299,64315,64331,64348,64380,64397,64414,64430,64446,64462,64478,64494,64511,64560,64003,64037,64053,64070,64087,64103,64119,64135,64151,64170,64186,64234,64251,64284,64300,64332,64349,64365,64381,64415,64431,64447,64463,64479,64512,64544,65018,64004,64021,64054,64071,64088,64104,64136,64152,64171,64203,64219,64252,64301,64334,64366,64382,64399,64416,64448,64464,64480,64513,64529,64005,64022,64039,64056,64072,64089,64121,64137,64153,64172,64204,64220,64236,64253,64269,64286,64302,64318,64335,64351,64367,64383,64400,64417,64433,64449,64465,64481,64498,64514,64530,64006,64023,64040,64057,64073,64090,64138,64205,64237,64254,64270,64287,64336,64352,64385,64401,64418,64434,64450,64466,64482,64499,64531,64007,64041,64058,64074,64091,64139,64190,64206,64238,64288,64320,64337,64353,64369,64386,64403,64419,64467,64500,64516,64532,64548,64025,64042,64059,64075,64108,64156,64175,64191,64207,64223,64239,64305,64321,64338,64354,64370,64387,64420,64452,64501,64517,64549,64043,64060,64077,64109,64141,64157,64176,64192,64208,64224,64240,64257,64290,64306,64339,64355,64388,64405,64421,64453,64469,64518,64534,64550,64027,64044,64061,64078,64110,64126,64142,64158,64177,64193,64209,64225,64241,64291,64307,64323,64356,64389,64406,64422,64438,64470,64486,64503,64519,64535,64551,64028,64062,64079,64095,64127,64143,64159,64178,64194,64210,64226,64242,64292,64308,64324,64357,64373,64390,64423,64439,64455,64471,64520,64536,64552,64029,64063,64080,64096,64112,64128,64144,64179,64195,64211,64227,64243,64276,64325,64358,64374,64408,64440,64456,64472,64488,64505,64521,64554;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1515;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-pays-basque/;"PAT Pays Basque - Projet Alimentaire Pays Basque";Nouvelle-Aquitaine;Pyrénées-Atlantiques;64017,64035,64051,64249,64265,64282,64298,64314,64379,64429,64477,64493,64559,64018,64036,64086,64102,64134,64150,64250,64283,64364,64527,64543,64019,64202,64218,64267,64316,64495,64528,64038,64120,64187,64235,64268,64285,64317,64350,64432,64496,64545,64105,64188,64546,64106,64122,64154,64189,64221,64303,64319,64368,64547,64024,64107,64123,64155,64222,64255,64271,64304,64435,64483,64008,64092,64124,64140,64256,64272,64289,64404,64436,64468,64484,64533,64009,64026,64093,64125,64273,64322,64371,64437,64485,64502,64010,64094,64258,64274,64340,64011,64045,64259,64275,64341,64407,64487,64504,64012,64046,64160,64260,64342,64391,64424,64537,64013,64031,64047,64081,64113,64161,64228,64277,64294,64375,64425,64441,64489,64538,64014,64065,64130,64162,64213,64229,64279,64327,64490,64539,64015,64049,64066,64115,64147,64214,64345,64377,64411,64475,64540,64016,64034,64050,64100,64166,64231,64247,64264,64297,64313,64362,64378,64476,64492,64509,64558;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1516;https://france-pat.fr/pat/pat-des-deux-sevres/;"PAT du Département des Deux-Sèvres";Nouvelle-Aquitaine;Deux-Sèvres;79016,79046,79069,79089,79111,79128,79147,79165,79191,79213,79241,79263,79285,79307,79335,79352,79018,79047,79070,79090,79112,79129,79148,79166,79195,79215,79242,79265,79286,79308,79336,79354,79019,79048,79071,79091,79114,79130,79149,79167,79196,79216,79243,79267,79289,79309,79337,79355,79020,79049,79074,79092,79115,79131,79150,79170,79197,79217,79244,79268,79290,79310,79338,79357,79001,79022,79050,79076,79094,79116,79132,79152,79172,79198,79218,79246,79269,79293,79311,79339,79002,79023,79055,79077,79095,79117,79133,79153,79174,79200,79220,79249,79270,79294,79312,79340,79003,79024,79056,79078,79096,79118,79134,79154,79175,79201,79223,79250,79271,79295,79313,79341,79005,79025,79057,79079,79100,79119,79135,79156,79176,79202,79225,79251,79273,79297,79316,79342,79007,79029,79058,79080,79101,79120,79136,79157,79177,79203,79226,79252,79274,79298,79319,79343,79008,79030,79059,79081,79102,79121,79137,79158,79179,79204,79229,79253,79276,79299,79320,79345,79009,79031,79060,79083,79103,79122,79139,79159,79180,79205,79230,79254,79277,79300,79322,79346,79010,79032,79061,79084,79104,79123,79140,79160,79183,79207,79231,79255,79278,79301,79326,79347,79012,79034,79062,79085,79105,79124,79141,79161,79184,79208,79235,79256,79280,79302,79329,79348,79013,79038,79063,79086,79106,79125,79142,79162,79185,79209,79236,79257,79281,79303,79331,79349,79014,79040,79064,79087,79108,79126,79144,79163,79189,79210,79238,79258,79283,79304,79332,79350,79015,79042,79066,79088,79109,79127,79145,79164,79190,79212,79239,79259,79284,79306,79334,79351;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1517;https://france-pat.fr/pat/projet-alimentaire-territorial-pat-de-grand-poitiers-du-haut-poitou-et-des-vallees-du-clain/;"PAT de Grand Poitiers, du Haut Poitou et des Vallées du Clain";Nouvelle-Aquitaine;Vienne;86019,86076,86177,86293,86058,86142,86160,86178,86256,86294,86094,86180,86198,86041,86095,86144,86239,86024,86062,86080,86113,86145,86163,86222,86297,86114,86147,86202,86261,86045,86115,86148,86244,86281,86299,86010,86027,86065,86083,86099,86116,86204,86263,86284,86300,86028,86100,86133,86150,86226,86048,86085,86102,86031,86135,86050,86070,86209,86268,86088,86105,86121,86016,86073,86089,86290,86017,86053,86074,86123,86139,86157,86194,86213,86253,86271,86002,86075,86091,86124,86158,86214,86292;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Coordination de quatre groupes de travail thématiques";"Action en cours";non;"Mobilisation pérenne";"Premières tenues des réunions des groupes de travail";"Co-animation par les EPCI et des acteurs du territoire de quatre groupes de travail :
- Solidarités alimenatires co-animé co-animé par CAPEE
- Restauration collective co-animé par le Département de la Vienne
- Circuits courts et logistique co-animé par les CIVAM de la Vienne
- Installation - Transmission co-animé par la Chambre d'Agriculture de la Vienne

Ces groupes de travail se saisissent d'enjeux locaux, et sont composés des acteurs concernés et volontaires du territoire.
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1518;https://france-pat.fr/pat/pat-du-grand-chatellerault/;"PAT de la Communauté d'Agglomération Grand Châtellerault";Nouvelle-Aquitaine;Vienne;86014,86032,86288,86072,86174,86193,86195,86272,86092,86125,86217,86004,86020,86111,86127,86143,86257,86275,86128,86162,86221,86258,86007,86042,86096,86129,86182,86241,86260,86279,86081,86130,86164,86183,86280,86298,86009,86184,86224,86046,86186,86245,86047,86066,86265,86086,86207;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1519;https://france-pat.fr/pat/pat-vienne-et-gartempe/;"PAT de la Communauté de communes Vienne et Gartempe";Nouvelle-Aquitaine;Vienne;86011,86084,86117,86187,86246,86285,86118,86170,86152,86171,86190,86228,86120,86153,86172,86191,86015,86034,86192,86230,86289,86035,86122,86138,86270,86001,86107,86175,86233,86291,86037,86140,86176,86234,86254,86159,86273,86077,86110,86126,86236,86040,86059,86006,86112,86200,86276,86025,86223,86098,86131,86165,86203,86262,86132;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1520;https://france-pat.fr/pat/pat-de-limoges-metropole/;"PAT de Limoges Métropole";Nouvelle-Aquitaine;Haute-Vienne;87118,87019,87085,87205,87020,87038,87005,87156,87192,87075,87125,87143,87063,87113,87114,87048,87065,87201,87202,87050;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1521;https://france-pat.fr/pat/pat-du-haut-limousin/;"PAT de la CC du Haut Limousin en Marche et de la CC de Gartempe Saint-Pardoux";Nouvelle-Aquitaine;Haute-Vienne;87045,87041,87056,87059,87089,87101,87108,87109,87116,87133,87069,87011,87163,87139,87052,87179,87172,87007,87121,87012,87017,87061,87006,87195,87008,87087,87160,87057,87206,87180,87080,87018,87100,87053,87090,87145,87149,87155,87165,87200,87097,87028,87128,87074,87003,87182;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1522;https://france-pat.fr/pat/pat-du-petr-de-lariege/;"PAT du PETR de l’Ariège";Occitanie;Ariège;09006,09023,09073,09089,09105,09122,09139,09156,09172,09188,09205,09221,09237,09254,09271,09324,09342,09024,09058,09074,09090,09106,09123,09140,09157,09173,09189,09206,09222,09238,09256,09272,09325,09043,09075,09107,09124,09174,09207,09239,09273,09309,09326,09044,09060,09076,09092,09125,09142,09159,09175,09192,09224,09240,09258,09274,09293,09310,09327,09045,09061,09077,09093,09109,09126,09143,09160,09176,09193,09225,09241,09259,09275,09294,09311,09328,09012,09078,09127,09145,09161,09177,09194,09210,09226,09242,09260,09276,09295,09312,09329,09013,09030,09047,09063,09079,09146,09162,09178,09195,09211,09227,09243,09277,09296,09330,09031,09048,09064,09080,09096,09147,09163,09179,09228,09244,09262,09314,09331,09015,09032,09049,09081,09130,09180,09197,09213,09229,09245,09280,09298,09315,09332,09016,09050,09066,09115,09131,09165,09181,09230,09264,09281,09316,09334,09051,09067,09083,09099,09116,09132,09150,09166,09199,09215,09265,09282,09300,09318,09052,09068,09084,09117,09133,09151,09167,09200,09232,09249,09266,09283,09319,09336,09002,09019,09053,09101,09134,09152,09168,09217,09233,09250,09284,09303,09320,09338,09003,09020,09038,09070,09102,09136,09153,09169,09185,09202,09218,09234,09251,09321,09339,09004,09021,09039,09087,09103,09137,09170,09186,09252,09269,09287,09305,09340,09022,09040,09056,09072,09088,09104,09121,09138,09155,09171,09220,09236,09253,09270,09306,09323,09341;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1523;https://france-pat.fr/pat/pat-du-pnr-des-pyrenees-ariegeoises/;"PAT du PNR des Pyrénées Ariégeoises";Occitanie;Ariège;09033,09066,09082,09098,09149,09181,09198,09214,09246,09299,09334,09017,09034,09099,09182,09231,09247,09335,09001,09018,09035,09068,09100,09133,09183,09216,09301,09037,09069,09085,09118,09134,09152,09184,09201,09217,09267,09303,09054,09086,09119,09136,09202,09268,09285,09304,09055,09071,09120,09154,09203,09219,09235,09269,09322,09005,09121,09187,09204,09236,09253,09289,09006,09041,09057,09073,09205,09290,09307,09007,09042,09090,09173,09222,09291,09308,09008,09025,09059,09075,09091,09158,09174,09190,09223,09257,09273,09292,09009,09026,09044,09108,09192,09208,09224,09240,09293,09011,09027,09045,09061,09077,09143,09209,09241,09029,09046,09062,09094,09110,09127,09210,09295,09329,09030,09063,09095,09111,09128,09162,09261,09313,09014,09113,09129,09212,09279,09297,09015,09049,09065,09097,09114,09130,09148,09164,09263,09280;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1524;https://france-pat.fr/pat/pat-des-pyrenees-cathares/;"PAT de la Communauté de communes du Pays d'Olmes et du Pays de Mirepoix";Occitanie;Ariège;09194,09161,09260,09213,09251,09157,09002,09316,09169,09165,09074,09048,09180,09153,09043,09229,09125,09243,09126,09215,09051,09160,09262,09003,09106,09336,09227,09242,09281,09115,09233,09274,09039,09266,09142,09168,09250,09166,09080,09259,09323,09309,09244,09314,09102,09052,09341,09107,09305,09206,09211,09178,09089,09150,09047,09249,09200;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1525;https://france-pat.fr/pat/pat-de-narbonne-et-du-grand-narbonne/;"PAT de la Communauté d'agglomération du Grand Narbonne";Occitanie;Aude;11024,11040,11106,11170,11041,11188,11269,11285,11353,11369,11255,11370,11012,11322,11405,11421,11014,11258,11307,11145,11212,11360,11441,11116,11164,11262,11295,11264,11296,11379,11086,11217,11233,11266,11202,11366,11398;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
